Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
PIH,"1347 Property Insurance Holdings, Inc.",Finance,Property-Casualty Insurers,2014,4.78,28260000.0,nan,nan,nan,0.48,0.67,0.72,112.03,-9.79,0.42,0.1,0.97,58400000.0,9.73,-3.1,15490000.0,nan,-1.185,0.2222,nan,2310000.0,0.38,nan,nan,1.35,7.0,8630000.0,-80710000.0,0.37,6010000.0,nan,nan,nan,nan,nan,0.0
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services,n/a,2.09,66289000.0,nan,nan,nan,313.11,0.75,275.09,-23.77,0.0,-1159.7,-1.64,-3.19,nan,0.01,-76.2,nan,-2450000.0,-0.091,nan,-39.9,5870000.0,0.19,nan,nan,1.45,2.82,-5850000.0,2120000.0,0.61,31120000.0,nan,nan,nan,nan,nan,0.0
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores,1999,14.12,866878000.0,25.83,19.75,1.26,0.69,2.52,0.63,10.44,2.78,3.67,4.86,10.57,1250000000.0,19.41,12.8,526120000.0,75770000.0,0.52,0.9286,nan,172920000.0,2.68,96970000.0,28.3,2.38,5.32,78100000.0,34810000.0,1.38,35770000.0,nan,nan,nan,nan,nan,0.0
FCCY,1st Constitution Bancorp (NJ),Finance,Savings Institutions,n/a,19.15,165573000.0,12.15,11.15,1.44,3.17,1.2,6.05,nan,26.21,38.05,1.08,10.45,52270000.0,6.09,0.4,50220000.0,nan,1.57,1.05,-9.7,20760000.0,2.39,172060000.0,nan,nan,15.95,nan,nan,0.19,8680000.0,0.3,1.56,0.3,1.58,nan,19.11
SRCE,1st Source Corporation,Finance,Major Banks,n/a,50.99,1294000000.0,15.13,14.27,1.41,4.32,1.63,4.61,nan,29.01,39.49,1.34,11.25,299560000.0,11.61,6.1,291490000.0,nan,3.35,1.0674,6.5,117890000.0,4.62,348340000.0,nan,nan,31.12,130669999.99999999,nan,1.4,25540000.0,1.08,2.42,0.52,1.02,1.95,31.04
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing",2011,8.04,916003000.0,10.64,nan,-74.3,nan,1.19,nan,nan,-6.8,0.0,1.23,-4.17,nan,nan,7.2,944870000.0,nan,0.77,5.0,nan,nan,nan,nan,92.57,2.28,6.87,nan,nan,1.09,112390000.0,nan,nan,nan,nan,nan,0.0
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software,2014,17.69,1138000000.0,nan,-18.92,-0.57,2.37,1.32,2.51,-38.02,-11.39,-15.42,-4.29,-7.03,479750000.0,8.19,39.0,321280000.0,-31630000.0,-0.93,1.2286,nan,218720000.0,3.45,307150000.0,35.67,2.19,13.62,-30870000.0,-51690000.0,1.51,63330000.0,nan,nan,nan,nan,nan,0.0
JOBS,"51job, Inc.",Technology,Diversified Commercial Services,2004,75.76,5258000000.0,46.83,21.83,63.11,nan,4.94,nan,nan,41.56,0.0,6.42,19.73,nan,nan,8.8,2700000000.0,nan,1.69,1.2388,nan,nan,nan,nan,0.97,4.1,16.05,nan,nan,1.44,66360000.0,nan,nan,nan,nan,nan,0.0
EGHT,8x8 Inc,Technology,EDP Services,n/a,19.41,1967000000.0,nan,-94.33,0.55,5.37,8.31,5.01,-20.12,-29.41,-29.06,-15.21,-44.67,366040000.0,3.84,16.2,222610000.0,-91080000.0,-1.13,0.8235,nan,296510000.0,2.99,238320000.0,103.55,4.02,2.38,-36170000.0,-8780000.0,0.92,99290000.0,nan,nan,nan,nan,nan,0.0
AAON,"AAON, Inc.",Capital Goods,Industrial Machinery/Components,n/a,47.29,2480000000.0,49.57,30.51,3.79,5.41,9.38,5.31,27.16,11.01,14.98,12.96,20.07,458540000.0,8.79,9.0,103530000.0,89670000.0,0.96,0.9259,10.9,17680000.0,0.34,nan,nan,2.86,5.08,54480000.0,11200000.0,0.99,52110000.0,0.32,0.68,0.32,0.68,0.78,33.33
ABEO,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,2.42,112440000.0,nan,-1.52,nan,51.32,1.05,29.1,-0.88,0.0,-3558.01,-29.88,-56.98,2190000.0,0.05,nan,-35700000.0,-72340000.0,-1.586,1.4,nan,62510000.0,1.27,8400000.0,7.84,2.54,2.18,-56330000.0,-35490000.0,1.45,49320000.0,nan,nan,nan,nan,nan,0.0
ABIL,Ability Inc.,Consumer Durables,Telecommunications Equipment,2014,0.4999,3938000.0,nan,nan,nan,7.31,0.87,-12.54,0.7,0.0,-1886.83,-28.01,-492.22,nan,0.18,-94.8,-1100000.0,-9690000.0,-3.446,-1.6667,nan,9860000.0,1.56,nan,nan,1.12,0.56,-5090000.0,-1270000.0,0.35,8039999.999999999,nan,nan,nan,nan,nan,0.0
