Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
PIH,"1347 Property Insurance Holdings, Inc.",Finance,Property-Casualty Insurers,2014,4.63,28596000.0,nan,nan,nan,0.49,0.68,0.74,114.76,-9.79,0.42,0.1,0.97,58400000.0,9.73,-3.1,15490000.0,nan,-1.185,0.2222,nan,2310000.0,0.38,nan,nan,1.35,7.0,8630000.0,-80710000.0,0.52,6010000.0,nan,nan,nan,nan,nan,0.0
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services,n/a,2.19,69401000.0,nan,nan,nan,327.81,0.79,289.79,-25.04,0.0,-1159.7,-1.64,-3.19,nan,0.01,-76.2,nan,-2450000.0,-0.091,nan,-39.9,5870000.0,0.19,nan,nan,1.45,2.82,-5850000.0,2120000.0,0.61,31120000.0,nan,nan,nan,nan,nan,0.0
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores,1999,12.98,899239000.0,23.89,19.32,1.14,0.71,2.57,0.76,12.44,2.9,3.8,4.99,11.76,1270000000.0,19.69,10.5,526120000.0,77880000.0,0.55,0.8571,nan,34170000.0,0.53,173810000.0,52.76,1.98,5.11,74750000.0,33450000.000000004,1.4,36010000.0,nan,nan,nan,nan,nan,0.0
FCCY,1st Constitution Bancorp (NJ),Finance,Savings Institutions,n/a,19.26,165829000.0,12.23,11.23,1.44,3.17,1.2,6.08,nan,26.21,38.05,1.08,10.45,52270000.0,6.09,0.4,50220000.0,nan,1.57,1.05,-9.7,20760000.0,2.39,172060000.0,nan,nan,15.95,nan,nan,0.18,8680000.0,0.3,1.57,0.3,1.55,nan,19.11
SRCE,1st Source Corporation,Finance,Major Banks,n/a,52.16,1319000000.0,14.61,14.56,1.28,4.28,1.62,5.09,nan,29.71,40.3,1.41,11.56,307820000.0,11.98,9.7,291490000.0,nan,3.54,1.0674,22.9,156420000.0,6.13,380910000.0,nan,nan,31.88,135330000.0,nan,1.43,25510000.0,1.16,2.27,0.27,0.52,1.94,29.86
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing",2011,8.19,903869000.0,10.55,nan,-71.75,nan,1.18,nan,nan,-6.8,0.0,1.23,-4.17,nan,nan,7.2,944870000.0,nan,0.77,5.0,nan,nan,nan,nan,92.57,2.28,6.87,nan,nan,1.07,112390000.0,nan,nan,nan,nan,nan,0.0
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software,2014,21.05,1100000000.0,nan,-21.6,-0.69,2.29,1.51,2.97,-45.05,-11.39,-15.42,-4.29,-7.03,479750000.0,8.19,39.0,321280000.0,-31630000.0,-0.93,1.2286,nan,218720000.0,3.45,307150000.0,35.67,2.19,13.62,-30870000.0,-51690000.0,1.49,63330000.0,nan,nan,nan,nan,nan,0.0
JOBS,"51job, Inc.",Technology,Diversified Commercial Services,2004,79.21,5039000000.0,46.39,21.62,59.81,nan,4.89,nan,nan,41.56,0.0,6.42,19.73,nan,nan,8.8,2700000000.0,nan,1.69,1.2388,nan,nan,nan,nan,0.97,4.1,16.05,nan,nan,1.46,66360000.0,nan,nan,nan,nan,nan,0.0
EGHT,8x8 Inc,Technology,EDP Services,n/a,19.28,1986000000.0,nan,-73.96,0.54,5.09,8.35,5.25,-19.38,-32.6,-31.27,-15.61,-53.15,389870000.0,4.04,27.8,222610000.0,-105650000.0,-1.32,0.9412,nan,191540000.0,1.91,302940000.0,126.82,2.45,2.39,-54830000.0,-3280000.0,0.83,99290000.0,nan,nan,nan,nan,nan,0.0
AAON,"AAON, Inc.",Capital Goods,Industrial Machinery/Components,n/a,49.77,2534000000.0,51.65,37.56,4.02,5.52,9.24,5.58,29.8,10.94,13.84,11.93,18.98,459100000.0,8.81,0.5,103530000.0,85980000.0,0.96,0.9286,-1.8,28370000.0,0.55,nan,nan,3.16,5.36,81250000.0,30010000.0,1.03,52110000.0,0.32,0.66,0.32,0.64,0.78,33.33
ABEO,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,2.69,115114000.0,nan,-1.74,nan,52.54,1.2,35.62,-1.08,0.0,-3558.01,-29.88,-56.98,2190000.0,0.05,nan,-35700000.0,-72340000.0,-1.586,1.4,nan,62510000.0,1.27,8400000.0,7.84,2.54,2.18,-56330000.0,-35490000.0,1.61,49320000.0,nan,nan,nan,nan,nan,0.0
ABIL,Ability Inc.,Consumer Durables,Telecommunications Equipment,2014,0.4311,3490000.0,nan,nan,nan,6.47,0.79,-13.48,0.75,0.0,-1886.83,-28.01,-492.22,nan,0.18,-94.8,-1100000.0,-9690000.0,-3.446,-1.6667,nan,9860000.0,1.56,nan,nan,1.12,0.56,-5090000.0,-1270000.0,0.15,8039999.999999999,nan,nan,nan,nan,nan,0.0
ABMD,"ABIOMED, Inc.",Health Care,Medical/Dental Instruments,n/a,217.49,9171000000.0,44.8,43.44,1.77,11.18,9.79,11.45,35.41,26.92,30.28,15.44,24.75,820280000.0,18.16,12.8,639870000.0,265220000.00000003,4.79,0.3011,-73.9,445320000.0,9.86,12700000.0,1.28,5.77,21.92,283890000.0,159590000.0,1.11,45380000.0,nan,nan,nan,nan,nan,0.0
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas Production,n/a,0.29,41131000.0,1.03,1.68,1.58,0.28,0.29,1.61,2.27,29.82,37.21,9.11,33.44,146960000.0,0.88,12.6,112840000.0,104620000.0,0.261,0.5,nan,1320000.0,0.01,186740000.0,121.24,0.47,0.93,77410000.0,-107980000.0,2.27,168450000.0,nan,nan,nan,nan,nan,0.0
ACIU,AC Immune SA,Health Care,Major Pharmaceuticals,2016,5.39,385553000.0,nan,-5.48,nan,nan,1.82,nan,nan,23.02,0.0,5.72,10.02,nan,nan,-25.5,-37080000.0,nan,-0.55,1.0909,nan,nan,nan,nan,0.94,21.9,2.99,nan,nan,-0.01,67560000.0,nan,nan,nan,nan,nan,0.0
ACIA,"Acacia Communications, Inc.",Technology,Semiconductors,2016,65.94,2702000000.0,99.55,29.64,-2.82,6.1,4.92,5.46,81.5,6.58,3.82,1.61,5.48,443120000.0,10.9,26.1,147120000.0,29700000.0,0.66,1.3636,85.3,322350000.0,7.81,20740000.0,3.74,3.91,13.43,95690000.0,70540000.0,1.35,41270000.0,nan,nan,nan,nan,nan,0.0
ACTG,Acacia Research Corporation,Miscellaneous,Multi-Sector Companies,n/a,2.51,122363000.0,nan,nan,nan,1.7,0.69,-0.49,-9.31,-76.22,-8.23,-1.63,-26.15,71780000.0,1.45,-15.8,49370000.0,3780000.0,-1.102,-1.375,nan,164900000.0,3.29,nan,nan,9.17,3.59,-54780000.0,-1570000.0,0.15,50130000.0,nan,nan,0.12,5.0,nan,0.0
ACHC,"Acadia Healthcare Company, Inc.",Health Care,Medical Specialities,n/a,31.52,2563000000.0,nan,12.72,2.25,0.83,1.1,2.08,11.41,-6.89,12.92,3.74,-8.18,3070000000.0,35.07,2.1,1230000000.0,558380000.0,-2.41,0.9455,-7.9,92900000.0,1.06,3680000000.0,150.09,1.17,27.62,341430000.0,58860000.0,0.65,88520000.0,nan,nan,nan,nan,nan,0.0
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,1985,41.74,6133000000.0,nan,-31.53,-0.98,20.42,9.13,19.53,-23.04,-82.48,-85.71,-31.18,-54.28,300320000.0,2.12,62.2,18310000.0,-254510000.0,-1.75,0.725,nan,683850000.0,4.44,10270000.0,1.49,10.96,4.49,-160500000.0,-73020000.0,1.7,151680000.0,nan,nan,nan,nan,nan,0.0
