Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
PIH,"1347 Property Insurance Holdings, Inc.",Finance,Property-Casualty Insurers,2014,4.81,28019000.0,nan,nan,nan,0.48,0.67,0.79,122.45,-9.79,0.42,0.1,0.97,58400000.0,9.73,-3.1,15490000.0,nan,-1.185,0.2222,nan,2310000.0,0.38,nan,nan,1.35,7.0,8630000.0,-80710000.0,0.37,6010000.0,nan,nan,nan,nan,nan,0.0
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services,n/a,2.1918,67845000.0,nan,nan,nan,320.46,0.77,292.73,-25.29,0.0,-1159.7,-1.64,-3.19,nan,0.01,-76.2,nan,-2450000.0,-0.091,nan,-39.9,5870000.0,0.19,nan,nan,1.45,2.82,-5850000.0,2120000.0,0.64,31120000.0,nan,nan,nan,nan,nan,0.0
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores,1999,14.04,917871000.0,27.35,20.91,1.23,0.74,2.67,0.67,11.11,2.78,3.67,4.86,10.57,1250000000.0,19.41,12.8,526120000.0,75770000.0,0.52,0.9286,nan,172920000.0,2.68,96970000.0,28.3,2.38,5.32,78100000.0,34810000.0,1.39,35770000.0,nan,nan,nan,nan,nan,0.0
FCCY,1st Constitution Bancorp (NJ),Finance,Savings Institutions,n/a,18.4,160107000.0,11.35,10.31,1.43,3.07,1.18,5.15,nan,26.98,38.79,1.11,11.03,52230000.0,6.13,4.4,50220000.0,nan,1.62,1.0,80.1,30110000.0,3.48,139430000.0,nan,nan,15.62,14330000.0,nan,0.18,8650000.0,0.3,1.63,0.3,1.63,nan,17.59
SRCE,1st Source Corporation,Finance,Major Banks,n/a,47.18,1196000000.0,13.98,12.76,1.33,3.99,1.5,4.8,nan,29.01,39.49,1.34,11.25,299560000.0,11.61,6.1,291490000.0,nan,3.35,1.0225,6.5,117890000.0,4.62,348340000.0,nan,nan,31.12,130669999.99999999,nan,1.39,25540000.0,1.08,2.3,0.52,1.1,1.95,31.04
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing",2011,8.39,1855000000.0,10.8,nan,-74.77,nan,1.2,nan,nan,-6.8,0.0,1.23,-4.17,nan,nan,7.2,944870000.0,nan,0.77,5.0,nan,nan,nan,nan,92.57,2.28,6.87,nan,nan,1.13,112390000.0,nan,nan,nan,nan,nan,0.0
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software,2014,17.8,1101000000.0,nan,-18.39,-0.6,2.29,1.28,2.54,-38.46,-11.39,-15.42,-4.29,-7.03,479750000.0,8.19,39.0,321280000.0,-31630000.0,-0.93,1.2286,nan,218720000.0,3.45,307150000.0,35.67,2.19,13.62,-30870000.0,-51690000.0,1.48,63330000.0,nan,nan,nan,nan,nan,0.0
JOBS,"51job, Inc.",Technology,Diversified Commercial Services,2004,73.67,4851000000.0,43.2,20.08,56.07,nan,4.55,nan,nan,41.56,0.0,6.42,19.73,nan,nan,8.8,2700000000.0,nan,1.69,1.2206,nan,nan,nan,nan,0.97,4.1,16.05,nan,nan,1.44,66360000.0,nan,nan,nan,nan,nan,0.0
EGHT,8x8 Inc,Technology,EDP Services,n/a,23.86,2317000000.0,nan,-111.52,0.66,6.33,9.83,6.32,-25.4,-29.41,-29.06,-15.21,-44.67,366040000.0,3.84,16.2,222610000.0,-91080000.0,-1.13,0.8235,nan,296510000.0,2.99,238320000.0,103.55,4.02,2.38,-36170000.0,-8780000.0,0.9,99290000.0,nan,nan,nan,nan,nan,0.0
AAON,"AAON, Inc.",Capital Goods,Industrial Machinery/Components,n/a,49.48,2511000000.0,50.94,30.75,3.82,5.48,9.63,5.59,28.61,11.01,14.98,12.96,20.07,458540000.0,8.79,9.0,103530000.0,89670000.0,0.96,0.9259,10.9,17680000.0,0.34,nan,nan,2.86,5.08,54480000.0,11200000.0,1.0,52110000.0,0.32,0.65,0.32,0.65,0.78,33.33
