Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
A,Healthcare,Diagnostics & Research,82.22,24955000000.0,33.31,21.18,2.7,4.77,5.15,5.27,21.72,14.59,19.25,6.83,15.46,5240000000.0,16.78,5.7,2810000000.0,1270000000.0,2.42,1.0,-60.9,1230000000.0,3.95,2460000000.0,50.78,1.64,15.64,749000000.0,670500000.0,nan,310000000.0,0.72,0.85,0.67,0.79,0.93,27.65,764000000.0,27610000000.0
AA,Basic Materials,Aluminum,15.21,2851000000.0,nan,34.91,6.1,0.27,0.69,0.57,4.04,-10.78,7.17,3.04,-12.66,10430000000.0,56.4,-27.2,1920000000.0,1460000000.0,-6.08,1.4091,nan,879000000.0,4.73,1960000000.0,33.32,1.38,22.16,686000000.0,902880000.0,nan,185580000.0,nan,nan,0.36,2.24,nan,0.0,-1120000000.0,5900000000.0
AACG,Consumer Defensive,Education & Training Services,1.06,29800000.0,nan,nan,nan,nan,nan,nan,nan,-163.21,0.0,-9.47,-25.32,nan,nan,4108.0,-2910000.0,nan,nan,nan,nan,nan,nan,nan,6.99,0.52,nan,nan,nan,nan,28380000.0,nan,nan,nan,nan,nan,0.0,nan,27640000.0
AAL,Industrials,Airlines,25.98,10843000000.0,6.72,4.38,0.57,0.24,nan,0.91,6.68,3.68,8.5,4.03,nan,45770000000.0,103.23,3.4,12560000000.0,6210000000.0,3.79,1.0088,27.8,3830000000.0,8.98,33439999999.999996,nan,0.45,-0.28,3820000000.0,-17750000.0,nan,428200000.0,0.4,1.44,0.4,1.44,1.03,10.55,1690000000.0,41470000000.0
AAN,Industrials,Rental & Leasing Services,41.03,2889000000.0,94.09,9.64,0.69,0.73,1.66,0.9,7.51,0.8,9.76,7.86,1.8,3950000000.0,58.64,1.0,1840000000.0,471820000.0,0.46,0.8902,nan,57760000.0,0.87,710420000.0,40.89,0.55,26.04,317180000.0,2390000000.0,nan,66739999.99999999,0.16,0.37,0.14,0.33,0.29,31.52,31470000.0,3540000000.0
AAOI,Technology,Semiconductors,10.54,212972000.0,nan,-19.97,-1.07,1.06,0.7,1.47,-12.77,-19.57,-24.46,-6.34,-12.29,200230000.0,10.06,-18.3,87770000.0,-23100000.0,-1.97,0.625,nan,69990000.0,3.48,137980000.0,45.65,2.96,15.07,-10190000.0,-33009999.999999996,nan,20120000.0,nan,nan,nan,nan,nan,0.0,-39190000.0,294840000.0
AAON,Industrials,Building Products & Equipment,53.3,2801000000.0,56.0,40.73,4.65,6.1,10.02,6.21,33.15,10.94,13.84,11.93,18.98,459100000.0,8.81,0.5,103530000.0,85980000.0,0.96,0.9286,-1.8,28370000.0,0.55,nan,nan,3.16,5.36,81250000.0,30010000.0,nan,52100000.0,0.32,0.58,0.32,0.58,0.77,33.33,50230000.0,2850000000.0
AAP,Consumer Cyclical,Specialty Retail,137.42,9687000000.0,20.45,14.09,1.11,1.0,2.71,1.29,12.56,5.01,7.8,4.66,13.72,9710000000.0,137.0,0.4,4260000000.0,995150000.0,6.84,1.2148,79.5,418660000.0,6.09,3240000000.0,91.36,1.27,51.61,866910000.0,275240000.0,nan,69260000.0,1.0,0.71,0.24,0.17,0.17,3.51,486900000.0,12490000000.0
AAPL,Technology,Consumer Electronics,297.26,1305000000000.0,23.67,19.03,1.91,4.87,14.6,5.15,17.66,21.49,24.71,11.58,55.47,267680000000.0,58.99,8.9,98390000000.0,78120000000.0,12.6,1.0967,11.4,107160000000.0,24.49,116750000000.0,130.4,1.6,20.42,73220000000.0,45590000000.0,nan,4380000000.0,3.08,0.98,3.04,0.97,1.61,23.94,57530000000.0,1380000000000.0
AAT,Real Estate,REIT—Diversified,44.77,2720000000.0,53.59,33.54,15.1,7.5,2.07,10.97,19.3,12.61,31.35,2.85,5.74,362580000.0,6.7,20.1,237300000.0,206100000.0,0.85,0.9167,92.5,99740000.0,1.66,1360000000.0,105.46,2.75,21.87,153820000.0,46840000.0,nan,60070000.0,1.2,2.64,1.14,2.51,2.51,135.71,45720000.0,3980000000.0
