Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
PIH,"1347 Property Insurance Holdings, Inc.",Finance,Property-Casualty Insurers,2014,4.6726,27876000.0,nan,nan,nan,0.48,0.66,nan,nan,-9.79,0.42,0.1,0.97,58400000.0,9.73,-3.1,15490000.0,nan,-1.185,0.2222,nan,2310000.0,0.38,nan,nan,1.35,7.0,8630000.0,-80710000.0,0.42,6020000.0,nan,nan,nan,nan,nan,0.0
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services,n/a,2.3,70957000.0,nan,nan,nan,335.16,0.8,307.43,-26.56,0.0,-1159.7,-1.64,-3.19,nan,0.01,-76.2,nan,-2450000.0,-0.091,nan,-39.9,5870000.0,0.19,nan,nan,1.45,2.82,-5850000.0,2120000.0,0.58,31120000.0,nan,nan,nan,nan,nan,0.0
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,Other Specialty Stores,1999,13.07,834604000.0,23.51,19.01,1.17,0.66,2.53,0.78,12.75,2.9,3.8,4.99,11.76,1270000000.0,19.69,10.5,526120000.0,77880000.0,0.55,0.8571,nan,34170000.0,0.53,173810000.0,52.76,1.98,5.1,74750000.0,33450000.000000004,1.54,36010000.0,nan,nan,nan,nan,nan,0.0
FCCY,1st Constitution Bancorp (NJ),Finance,Savings Institutions,n/a,19.01,167831000.0,12.31,11.3,1.46,3.21,1.21,6.11,nan,26.21,38.05,1.08,10.45,52270000.0,6.09,0.4,50220000.0,nan,1.57,1.05,-9.7,20760000.0,2.39,172060000.0,nan,nan,15.95,nan,nan,0.25,8680000.0,0.3,1.56,0.3,1.55,nan,19.11
SRCE,1st Source Corporation,Finance,Major Banks,n/a,51.44,1314000000.0,14.56,14.52,1.43,4.27,1.62,5.08,nan,29.71,40.3,1.41,11.56,307820000.0,11.98,9.7,291490000.0,nan,3.54,1.0674,22.9,156420000.0,6.13,380910000.0,nan,nan,31.88,135330000.0,nan,1.07,25510000.0,1.16,2.24,0.27,0.52,1.94,29.86
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing",2011,8.23,921623000.0,10.7,nan,-72.03,nan,1.19,nan,nan,-6.8,0.0,1.23,-4.17,nan,nan,7.2,944870000.0,nan,0.77,5.0,nan,nan,nan,nan,92.57,2.28,6.87,nan,nan,1.04,112390000.0,nan,nan,nan,nan,nan,0.0
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software,2014,21.07,1383000000.0,nan,-22.98,-0.72,2.88,1.6,3.0,-45.44,-11.39,-15.42,-4.29,-7.03,479750000.0,8.19,39.0,321280000.0,-31630000.0,-0.93,1.2286,nan,218720000.0,3.45,307150000.0,35.67,2.19,13.62,-30870000.0,-51690000.0,0.45,63330000.0,nan,nan,nan,nan,nan,0.0
JOBS,"51job, Inc.",Technology,Diversified Commercial Services,2004,80.37,5375000000.0,47.87,22.31,60.3,nan,5.05,nan,nan,41.56,0.0,6.42,19.73,nan,nan,8.8,2700000000.0,nan,1.69,1.2388,nan,nan,nan,nan,0.97,4.1,16.05,nan,nan,1.57,66360000.0,nan,nan,nan,nan,nan,0.0
EGHT,8x8 Inc,Technology,EDP Services,n/a,19.92,2017999999.9999998,nan,-74.56,0.55,5.17,8.41,5.46,-20.16,-32.6,-31.27,-15.61,-53.15,389870000.0,4.04,27.8,222610000.0,-105650000.0,-1.32,0.9412,nan,191540000.0,1.91,302940000.0,126.82,2.45,2.39,-54830000.0,-3280000.0,0.67,100230000.0,nan,nan,nan,nan,nan,0.0
AAON,"AAON, Inc.",Capital Goods,Industrial Machinery/Components,n/a,49.69,2619000000.0,52.36,38.08,4.09,5.7,9.37,5.63,30.05,10.94,13.84,11.93,18.98,459100000.0,8.81,0.5,103530000.0,85980000.0,0.96,0.9286,-1.8,28370000.0,0.55,nan,nan,3.16,5.36,81250000.0,30010000.0,0.95,52100000.0,0.32,0.64,0.32,0.64,0.78,33.33
